#        Frequency (eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.271900000000011E+02  0.166854857962876E+01  0.202662645730444E+00  0.590610216354737E+00  0.717357771318302E-01
     0.272000000000011E+02  0.166753066465848E+01  0.202049336789472E+00  0.591012240190637E+00  0.716110556140415E-01
     0.272100000000011E+02  0.166651465002247E+01  0.201440149231475E+00  0.591413707537055E+00  0.714871996487986E-01
     0.272200000000011E+02  0.166550056583941E+01  0.200835054520723E+00  0.591814609227463E+00  0.713642022994176E-01
     0.272300000000011E+02  0.166448844136164E+01  0.200234023517029E+00  0.592214936372509E+00  0.712420564481317E-01
     0.272400000000011E+02  0.166347830496478E+01  0.199637026509697E+00  0.592614680362867E+00  0.711207548066832E-01
     0.272500000000011E+02  0.166247018413847E+01  0.199044033251478E+00  0.593013832871727E+00  0.710002899269292E-01
     0.272600000000011E+02  0.166146410547833E+01  0.198455012992472E+00  0.593412385856936E+00  0.708806542114420E-01
     0.272700000000011E+02  0.166046009467904E+01  0.197869934513959E+00  0.593810331562782E+00  0.707618399241034E-01
     0.272800000000011E+02  0.165945817652860E+01  0.197288766162116E+00  0.594207662521438E+00  0.706438392006739E-01
     0.272900000000011E+02  0.165845837490362E+01  0.196711475881618E+00  0.594604371554044E+00  0.705266440593392E-01
     0.273000000000011E+02  0.165746071276587E+01  0.196138031249028E+00  0.595000451771464E+00  0.704102464112055E-01
     0.273100000000011E+02  0.165646521215978E+01  0.195568399506030E+00  0.595395896574683E+00  0.702946380707552E-01
     0.273200000000011E+02  0.165547189421113E+01  0.195002547592392E+00  0.595790699654876E+00  0.701798107662331E-01
     0.273300000000011E+02  0.165448077912675E+01  0.194440442178696E+00  0.596184854993139E+00  0.700657561499703E-01
     0.273400000000011E+02  0.165349188619528E+01  0.193882049698760E+00  0.596578356859889E+00  0.699524658086245E-01
     0.273500000000011E+02  0.165250523378904E+01  0.193327336381749E+00  0.596971199813929E+00  0.698399312733294E-01
     0.273600000000011E+02  0.165152083936678E+01  0.192776268283933E+00  0.597363378701201E+00  0.697281440297494E-01
     0.273700000000011E+02  0.165053871947753E+01  0.192228811320080E+00  0.597754888653202E+00  0.696170955280254E-01
     0.273800000000011E+02  0.164955888976544E+01  0.191684931294436E+00  0.598145725085109E+00  0.695067771926001E-01
     0.273900000000011E+02  0.164858136497554E+01  0.191144593931282E+00  0.598535883693558E+00  0.693971804319189E-01
     0.274000000000011E+02  0.164760615896042E+01  0.190607764905043E+00  0.598925360454152E+00  0.692882966479952E-01
     0.274100000000011E+02  0.164663328468793E+01  0.190074409869907E+00  0.599314151618645E+00  0.691801172458305E-01
     0.274200000000011E+02  0.164566275424970E+01  0.189544494488943E+00  0.599702253711841E+00  0.690726336426787E-01
     0.274300000000011E+02  0.164469457887058E+01  0.189017984462708E+00  0.600089663528194E+00  0.689658372771530E-01
     0.274400000000011E+02  0.164372876891892E+01  0.188494845557274E+00  0.600476378128138E+00  0.688597196181565E-01
     0.274500000000011E+02  0.164276533391775E+01  0.187975043631703E+00  0.600862394834123E+00  0.687542721736354E-01
     0.274600000000011E+02  0.164180428255664E+01  0.187458544664918E+00  0.601247711226396E+00  0.686494864991464E-01
     0.274700000000011E+02  0.164084562270457E+01  0.186945314781960E+00  0.601632325138498E+00  0.685453542062252E-01
     0.274800000000011E+02  0.163988936142333E+01  0.186435320279596E+00  0.602016234652527E+00  0.684418669705527E-01
     0.274900000000011E+02  0.163893550498188E+01  0.185928527651288E+00  0.602399438094127E+00  0.683390165399110E-01
     0.275000000000011E+02  0.163798405887126E+01  0.185424903611453E+00  0.602781934027252E+00  0.682367947419158E-01
     0.275100000000011E+02  0.163703502782033E+01  0.184924415119064E+00  0.603163721248686E+00  0.681351934915306E-01
     0.275200000000011E+02  0.163608841581209E+01  0.184427029400499E+00  0.603544798782334E+00  0.680342047983375E-01
     0.275300000000011E+02  0.163514422610071E+01  0.183932713971682E+00  0.603925165873305E+00  0.679338207735770E-01
     0.275400000000011E+02  0.163420246122912E+01  0.183441436659461E+00  0.604304821981769E+00  0.678340336369331E-01
     0.275500000000011E+02  0.163326312304724E+01  0.182953165622229E+00  0.604683766776625E+00  0.677348357230724E-01
     0.275600000000011E+02  0.163232621273075E+01  0.182467869369757E+00  0.605062000128970E+00  0.676362194879168E-01
     0.275700000000011E+02  0.163139173080040E+01  0.181985516782239E+00  0.605439522105382E+00  0.675381775146564E-01
     0.275800000000011E+02  0.163045967714183E+01  0.181506077128521E+00  0.605816332961035E+00  0.674407025194887E-01
     0.275900000000011E+02  0.162953005102588E+01  0.181029520083522E+00  0.606192433132644E+00  0.673437873570839E-01
     0.276000000000011E+02  0.162860285112933E+01  0.180555815744803E+00  0.606567823231255E+00  0.672474250257661E-01
     0.276100000000011E+02  0.162767807555608E+01  0.180084934648318E+00  0.606942504034889E+00  0.671516086724138E-01
     0.276200000000011E+02  0.162675572185871E+01  0.179616847783289E+00  0.607316476481055E+00  0.670563315970655E-01
     0.276300000000011E+02  0.162583578706037E+01  0.179151526606229E+00  0.607689741659132E+00  0.669615872572349E-01
     0.276400000000011E+02  0.162491826767713E+01  0.178688943054103E+00  0.608062300802638E+00  0.668673692719290E-01
     0.276500000000011E+02  0.162400315974042E+01  0.178229069556594E+00  0.608434155281394E+00  0.667736714253610E-01
     0.276600000000011E+02  0.162309045881996E+01  0.177771879047505E+00  0.608805306593601E+00  0.666804876703682E-01
     0.276700000000011E+02  0.162218016004676E+01  0.177317344975254E+00  0.609175756357818E+00  0.665878121315128E-01
     0.276800000000011E+02  0.162127225813641E+01  0.176865441312500E+00  0.609545506304886E+00  0.664956391078851E-01
     0.276900000000011E+02  0.162036674741259E+01  0.176416142564853E+00  0.609914558269779E+00  0.664039630755910E-01
     0.277000000000011E+02  0.161946362183056E+01  0.175969423778700E+00  0.610282914183406E+00  0.663127786899280E-01
     0.277100000000011E+02  0.161856287500101E+01  0.175525260548124E+00  0.610650576064377E+00  0.662220807872509E-01
     0.277200000000011E+02  0.161766450021374E+01  0.175083629020938E+00  0.611017546010739E+00  0.661318643865234E-01
     0.277300000000011E+02  0.161676849046160E+01  0.174644505903811E+00  0.611383826191693E+00  0.660421246905577E-01
     0.277400000000011E+02  0.161587483846432E+01  0.174207868466499E+00  0.611749418839309E+00  0.659528570869377E-01
     0.277500000000011E+02  0.161498353669240E+01  0.173773694545204E+00  0.612114326240238E+00  0.658640571486360E-01
     0.277600000000010E+02  0.161409457739094E+01  0.173341962545015E+00  0.612478550727446E+00  0.657757206343105E-01
     0.277700000000010E+02  0.161320795260340E+01  0.172912651441495E+00  0.612842094671982E+00  0.656878434882995E-01
     0.277800000000010E+02  0.161232365419523E+01  0.172485740781384E+00  0.613204960474759E+00  0.656004218403044E-01
     0.277900000000010E+02  0.161144167387746E+01  0.172061210682426E+00  0.613567150558416E+00  0.655134520047639E-01
     0.278000000000010E+02  0.161056200323002E+01  0.171639041832349E+00  0.613928667359213E+00  0.654269304799291E-01
     0.278100000000010E+02  0.160968463372498E+01  0.171219215486990E+00  0.614289513319010E+00  0.653408539466347E-01
     0.278200000000010E+02  0.160880955674945E+01  0.170801713467582E+00  0.614649690877323E+00  0.652552192667735E-01
     0.278300000000010E+02  0.160793676362836E+01  0.170386518157206E+00  0.615009202463469E+00  0.651700234814772E-01
     0.278400000000010E+02  0.160706624564687E+01  0.169973612496445E+00  0.615368050488817E+00  0.650852638090081E-01
     0.278500000000010E+02  0.160619799407257E+01  0.169562979978214E+00  0.615726237339144E+00  0.650009376423622E-01
     0.278600000000010E+02  0.160533200017723E+01  0.169154604641820E+00  0.616083765367118E+00  0.649170425465968E-01
     0.278700000000010E+02  0.160446825525833E+01  0.168748471066238E+00  0.616440636884908E+00  0.648335762558775E-01
     0.278800000000010E+02  0.160360675066014E+01  0.168344564362638E+00  0.616796854156935E+00  0.647505366702596E-01
     0.278900000000010E+02  0.160274747779436E+01  0.167942870166168E+00  0.617152419392778E+00  0.646679218522010E-01
     0.279000000000010E+02  0.160189042816043E+01  0.167543374627011E+00  0.617507334740227E+00  0.645857300228201E-01
     0.279100000000010E+02  0.160103559336532E+01  0.167146064400749E+00  0.617861602278518E+00  0.645039595579002E-01
     0.279200000000010E+02  0.160018296514284E+01  0.166750926638037E+00  0.618215224011730E+00  0.644226089836517E-01
     0.279300000000010E+02  0.159933253537252E+01  0.166357948973604E+00  0.618568201862379E+00  0.643416769722295E-01
     0.279400000000010E+02  0.159848429609788E+01  0.165967119514628E+00  0.618920537665191E+00  0.642611623370288E-01
     0.279500000000010E+02  0.159763823954423E+01  0.165578426828474E+00  0.619272233161091E+00  0.641810640277497E-01
     0.279600000000010E+02  0.159679435813591E+01  0.165191859929837E+00  0.619623289991381E+00  0.641013811252514E-01
     0.279700000000010E+02  0.159595264451292E+01  0.164807408267308E+00  0.619973709692149E+00  0.640221128361960E-01
     0.279800000000010E+02  0.159511309154697E+01  0.164425061709382E+00  0.620323493688887E+00  0.639432584874949E-01
     0.279900000000010E+02  0.159427569235693E+01  0.164044810529937E+00  0.620672643291344E+00  0.638648175205624E-01
     0.280000000000010E+02  0.159344044032365E+01  0.163666645393203E+00  0.621021159688609E+00  0.637867894853897E-01
     0.280100000000010E+02  0.159260732910416E+01  0.163290557338257E+00  0.621369043944438E+00  0.637091740344436E-01
     0.280200000000010E+02  0.159177635264513E+01  0.162916537763045E+00  0.621716296992816E+00  0.636319709164014E-01
     0.280300000000010E+02  0.159094750519579E+01  0.162544578407981E+00  0.622062919633782E+00  0.635551799697297E-01
     0.280400000000010E+02  0.159012078132008E+01  0.162174671339144E+00  0.622408912529502E+00  0.634788011161197E-01
     0.280500000000010E+02  0.158929617590810E+01  0.161806808931079E+00  0.622754276200598E+00  0.634028343537832E-01
     0.280600000000010E+02  0.158847368418697E+01  0.161440983849254E+00  0.623099011022748E+00  0.633272797506223E-01
     0.280700000000010E+02  0.158765330173082E+01  0.161077189032187E+00  0.623443117223550E+00  0.632521374372827E-01
     0.280800000000010E+02  0.158683502447020E+01  0.160715417673261E+00  0.623786594879652E+00  0.631774076000973E-01
     0.280900000000010E+02  0.158601884870068E+01  0.160355663202278E+00  0.624129443914164E+00  0.631030904739345E-01
     0.281000000000010E+02  0.158520477109075E+01  0.159997919266745E+00  0.624471664094342E+00  0.630291863349537E-01
     0.281100000000010E+02  0.158439278868898E+01  0.159642179712958E+00  0.624813255029548E+00  0.629556954932880E-01
     0.281200000000010E+02  0.158358289893046E+01  0.159288438566866E+00  0.625154216169492E+00  0.628826182856526E-01
     0.281300000000010E+02  0.158277509964241E+01  0.158936690014788E+00  0.625494546802766E+00  0.628099550679004E-01
     0.281400000000010E+02  0.158196938904917E+01  0.158586928383971E+00  0.625834246055642E+00  0.627377062075237E-01
     0.281500000000010E+02  0.158116576577635E+01  0.158239148123034E+00  0.626173312891174E+00  0.626658720761177E-01
     0.281600000000010E+02  0.158036422885423E+01  0.157893343782330E+00  0.626511746108577E+00  0.625944530418204E-01
     0.281700000000010E+02  0.157956477772048E+01  0.157549509994228E+00  0.626849544342888E+00  0.625234494617250E-01
     0.281800000000010E+02  0.157876741222203E+01  0.157207641453376E+00  0.627186706064920E+00  0.624528616742891E-01
     0.281900000000010E+02  0.157797213261629E+01  0.156867732896930E+00  0.627523229581500E+00  0.623826899917414E-01
     0.282000000000010E+02  0.157717893957159E+01  0.156529779084815E+00  0.627859113035987E+00  0.623129346925000E-01
     0.282100000000010E+02  0.157638783416681E+01  0.156193774780011E+00  0.628194354409082E+00  0.622435960136084E-01
     0.282200000000010E+02  0.157559881789043E+01  0.155859714728906E+00  0.628528951519910E+00  0.621746741432019E-01
     0.282300000000010E+02  0.157481189263864E+01  0.155527593641740E+00  0.628862902027398E+00  0.621061692130142E-01
     0.282400000000010E+02  0.157402706071294E+01  0.155197406173154E+00  0.629196203431920E+00  0.620380812909279E-01
     0.282500000000010E+02  0.157324432481687E+01  0.154869146902882E+00  0.629528853077226E+00  0.619704103735880E-01
     0.282600000000010E+02  0.157246368805207E+01  0.154542810316595E+00  0.629860848152644E+00  0.619031563790746E-01
     0.282700000000010E+02  0.157168515391365E+01  0.154218390786934E+00  0.630192185695554E+00  0.618363191396592E-01
     0.282800000000010E+02  0.157090872628485E+01  0.153895882554745E+00  0.630522862594140E+00  0.617698983946404E-01
     0.282900000000010E+02  0.157013440943104E+01  0.153575279710545E+00  0.630852875590397E+00  0.617038937832743E-01
     0.283000000000010E+02  0.156936220799299E+01  0.153256576176232E+00  0.631182221283410E+00  0.616383048378063E-01
     0.283100000000010E+02  0.156859212697950E+01  0.152939765687070E+00  0.631510896132889E+00  0.615731309766148E-01
     0.283200000000010E+02  0.156782417175941E+01  0.152624841773970E+00  0.631838896462964E+00  0.615083714974757E-01
     0.283300000000010E+02  0.156705834805289E+01  0.152311797746077E+00  0.632166218466228E+00  0.614440255709487E-01
     0.283400000000010E+02  0.156629466192220E+01  0.152000626673696E+00  0.632492858208034E+00  0.613800922339056E-01
     0.283500000000010E+02  0.156553311976167E+01  0.151691321371566E+00  0.632818811631029E+00  0.613165703831983E-01
     0.283600000000010E+02  0.156477372828729E+01  0.151383874382510E+00  0.633144074559931E+00  0.612534587694801E-01
     0.283700000000010E+02  0.156401649452547E+01  0.151078277961478E+00  0.633468642706540E+00  0.611907559911862E-01
     0.283800000000010E+02  0.156326142580144E+01  0.150774524059994E+00  0.633792511674976E+00  0.611284604886810E-01
     0.283900000000010E+02  0.156250852972691E+01  0.150472604311034E+00  0.634115676967145E+00  0.610665705385795E-01
     0.284000000000010E+02  0.156175781418727E+01  0.150172510014346E+00  0.634438133988419E+00  0.610050842482512E-01
     0.284100000000009E+02  0.156100928732825E+01  0.149874232122240E+00  0.634759878053530E+00  0.609439995505128E-01
     0.284200000000009E+02  0.156026295754203E+01  0.149577761225839E+00  0.635080904392672E+00  0.608833141985158E-01
     0.284300000000009E+02  0.155951883345284E+01  0.149283087541845E+00  0.635401208157806E+00  0.608230257608392E-01
     0.284400000000009E+02  0.155877692390211E+01  0.148990200899801E+00  0.635720784429152E+00  0.607631316167895E-01
     0.284500000000009E+02  0.155803723793316E+01  0.148699090729879E+00  0.636039628221878E+00  0.607036289519168E-01
     0.284600000000009E+02  0.155729978477530E+01  0.148409746051213E+00  0.636357734492967E+00  0.606445147537557E-01
     0.284700000000009E+02  0.155656457382771E+01  0.148122155460779E+00  0.636675098148260E+00  0.605857858077920E-01
     0.284800000000009E+02  0.155583161464272E+01  0.147836307122847E+00  0.636991714049664E+00  0.605274386936660E-01
